Name,Tag,Reef,Trip,Depth,Latitude,Longitude,Death,Death_date_left,Death_date_right,Residents,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Fish deaths count,Death in Rank 1 or 2,Recruitment,Area_1,Area_2,Area_3,Bleaching,Expansion score,Number of clutches laid per month,Notes
RB324_Trip0,RB324,Limuka,0,7.1,-5.43825,150.0976667,No,,,3,RB324_A,RB324_B,RB324_C,,,0,No,3,1233.8,1304.85,,No,1,,
RB325_Trip0,RB325,Limuka,0,9.7,-5.43866667,150.0972167,No,,,4,RB325_A,RB325_B,RB325_C,RB325_D,,1,No,4,954.43,1375.03,,No,1,,
RB174_Trip0,RB174,Luba Luba,0,2,-5.43145,150.0953833,No,,,3,RB174_A,RB174_B,RB174_C,,,0,No,3,1060.82,1125.65,,No,1,,
RB175_Trip0,RB175,Luba Luba,0,7,-5.4326333,150.0956333,No,,,2,RB175_A,RB175_B,,,,0,No,2,1324.48,943.052,,No,1,,
RB176_Trip0,RB176,Luba Luba,0,4.8,-5.4324667,150.0956833,No,,,5,RB176_A,RB176_B,RB176_C,RB176_D,RB176_E,2,No,5,2769.3,2153.2,,No,0.75,,
RB177_Trip0,RB177,Luba Luba,0,12.3,-5.4321333,150.0954833,No,,,2,RB177_A,RB177_B,,,,0,No,2,734.836,503.03,,No,1,,
RB178_Trip0,RB178,Luba Luba,0,8.3,-5.4306167,150.0952833,No,,,4,RB178_A,RB178_B,RB178_C,RB178_D,,0,No,4,806.038,1673.81,,No,1,,
RB179_Trip0,RB179,Luba Luba,0,9.6,-5.4305333,150.0953,No,,,3,RB179_A,RB179_B,RB179_C,,,0,No,3,592.436,1102.43,,No,1,,
RB180_Trip0,RB180,Luba Luba,0,5.1,-5.4304167,150.0953833,No,,,2,RB180_A,RB180_B,,,,0,No,2,331.275,668.546,,No,1,,
RB190_Trip0,RB190,Luba Luba,0,5.4,-5.4317167,150.0965333,No,,,3,RB190_A,RB190_B,RB190_C,,,0,No,3,1396.88,1700.17,,No,1,,
RB191_Trip0,RB191,Luba Luba,0,17.9,-5.4319333,150.0964333,No,,,3,RB191_A,RB191_B,RB191_C,,,0,No,3,2849.85,3203.43,,No,1,,
RB192_Trip0,RB192,Luba Luba,0,8.5,-5.4317833,150.0963333,No,,,3,RB192_A,RB192_B,RB192_C,,,0,No,3,959.425,1111.23,,No,1,,
RB193_Trip0,RB193,Luba Luba,0,5.5,-5.43225,150.0958,No,,,2,RB193_A,RB193_B,,,,0,No,2,1390.5,1380.23,,No,1,,
RB194_Trip0,RB194,Luba Luba,0,6.6,-5.4325333,150.09575,No,,,2,RB194_A,RB194_B,,,,0,No,2,675.399,642.566,,No,1,,
RB195_Trip0,RB195,Luba Luba,0,9.3,-5.4326,150.0958,No,,,3,RB195_A,RB195_B,RB195_C,,,0,No,3,1230.95,1621.65,,No,1,,
RB196_Trip0,RB196,Luba Luba,0,13.1,-5.4331333,150.09585,No,,,2,RB196_A,RB196_B,,,,0,No,2,592.622,608.295,,No,1,,
RB197_Trip0,RB197,Luba Luba,0,16.7,-5.43345,150.09575,No,,,2,RB197_A,RB197_B,,,,0,No,2,269.243,658.269,,No,1,,
RB198_Trip0,RB198,Luba Luba,0,15.1,-5.4334667,150.0957333,No,,,3,RB198_A,RB198_B,RB198_C,,,1,Yes,3,467.019,980.925,,No,0.75,,
RB199_Trip0,RB199,Luba Luba,0,16.9,-5.4335167,150.09565,No,,,3,RB199_A,RB199_B,RB199_C,,,1,Yes,3,113.657,1340.97,,No,0.75,,
RB200_Trip0,RB200,Luba Luba,0,9,-5.4327,150.0956667,No,,,2,RB200_A,RB200_B,,,,0,No,2,698.366,444.996,,No,1,,
RB231_Trip0,RB231,Lui,0,8.1,-5.44953333,150.0974,No,,,2,RB231_A,RB231_B,,,,0,No,2,1056.62,1188.59,,No,1,,
RB232_Trip0,RB232,Lui,0,8.6,-5.44945,150.09735,No,,,4,RB232_A,RB232_B,RB232_C,RB232_D,,1,No,4,1251.77,1480.42,,No,1,,
RB233_Trip0,RB233,Lui,0,13.2,-5.4494,150.0972833,No,,,4,RB233_A,RB233_B,RB233_C,RB233_D,,0,No,3,1247.29,2774.88,,No,1,,
RB234_Trip0,RB234,Lui,0,13.2,-5.44886667,150.0971,No,,,2,RB234_A,RB234_B,,,,0,No,2,116.066,1951.34,,No,1,,
RB235_Trip0,RB235,Lui,0,14,-5.4488,150.0970667,No,,,3,RB235_A,RB235_B,RB235_C,,,0,No,3,860.736,938.046,,No,1,,
RB236_Trip0,RB236,Lui,0,13.9,-5.44933333,150.0975167,No,,,3,RB236_A,RB236_B,RB236_C,,,0,No,3,1737.55,2313.01,,No,1,,
RB237_Trip0,RB237,Lui,0,15.6,-5.44955,150.0977167,No,,,2,RB237_A,RB237_B,,,,0,No,2,854.004,1002.74,,No,1,,
RB238_Trip0,RB238,Lui,0,12.6,-5.45035,150.0977167,No,,,3,RB238_A,RB238_B,RB238_C,,,0,No,3,1766.34,1990.5,,No,1,,
RB239_Trip0,RB239,Lui,0,8.2,-5.45031667,150.0976167,No,,,3,RB239_A,RB239_B,RB239_C,,,0,No,3,989.702,978.471,,No,1,,
RB240_Trip0,RB240,Lui,0,8.9,-5.45041667,150.09765,No,,,3,RB240_A,RB240_B,RB240_C,,,0,No,3,943.769,1203.48,,No,1,,
RB241_Trip0,RB241,Lui,0,7,-5.45026667,150.0974167,No,,,2,RB241_A,RB241_B,,,,0,No,2,492.85,373.364,,No,1,,
RB242_Trip0,RB242,Lui,0,4.5,-5.4499,150.0974,No,,,3,RB242_A,RB242_B,RB242_C,,,0,No,3,1501.26,1510.47,,No,1,,
RB243_Trip0,RB243,Lui,0,5,-5.44995,150.0976833,No,,,3,RB243_A,RB243_B,RB243_C,,,0,No,3,1361.61,997.92,,No,1,,
RB244_Trip0,RB244,Lui,0,10,-5.44946667,150.0976167,No,,,3,RB244_A,RB244_B,RB244_C,,,0,No,3,1223.79,1122.94,,No,1,,
RB245_Trip0,RB245,Lui,0,5.1,-5.44965,150.0975667,No,,,2,RB245_A,RB245_B,,,,0,No,2,539.372,354.084,,No,1,,
RB111_Trip0,RB111,Marks,0,14.1,-5.44361667,150.0987167,No,,,2,RB111_A,RB111_B,,,,0,No,2,1239.98,1204.03,,No,1,,
RB112_Trip0,RB112,Marks,0,15.3,-5.44391667,150.0987833,No,,,2,RB112_A,RB112_B,,,,0,No,2,647.62,154.445,,No,1,,
RB113_Trip0,RB113,Marks,0,15.2,-5.44391667,150.0988,No,,,2,RB113_A,RB113_B,,,,0,No,2,769.062,192.931,,No,1,,
RB114_Trip0,RB114,Marks,0,13.2,-5.44396667,150.0987333,No,,,3,RB114_A,RB114_B,RB114_C,,,0,No,3,1054.77,1456.9,,No,1,,
RB115_Trip0,RB115,Marks,0,13.7,-5.44403333,150.0987,No,,,3,RB115_A,RB115_B,RB115_C,,,0,No,3,2021.88,328.527,,No,1,,
RB116_Trip0,RB116,Marks,0,14.3,-5.44431667,150.0989333,No,,,3,RB116_A,RB116_B,RB116_C,,,0,No,3,1267.72,1017.2,,No,1,,
RB117_Trip0,RB117,Marks,0,16,-5.44435,150.099,No,,,3,RB117_A,RB117_B,RB117_C,,,0,No,3,1655.06,1422.91,,No,0.75,,
RB119_Trip0,RB119,Marks,0,6,-5.44488333,150.0989667,No,,,3,RB119_A,RB119_B,RB119_C,,,0,No,3,1209.55,987.54,,No,0.75,,
RB120_Trip0,RB120,Marks,0,8.6,-5.44525,150.0988333,No,,,3,RB120_A,RB120_B,RB120_C,,,0,No,3,676.83,782.959,,No,1,,
RB121_Trip0,RB121,Marks,0,9,-5.44526667,150.0988167,No,,,3,RB121_A,RB121_B,RB121_C,,,0,No,3,536.784,584.182,,No,1,,
RB122_Trip0,RB122,Marks,0,8.1,-5.44503333,150.0984833,No,,,2,RB122_A,RB122_B,,,,1,Yes,2,447.608,611.195,,No,1,,
RB123_Trip0,RB123,Marks,0,7.6,-5.4451,150.0986667,No,,,3,RB123_A,RB123_B,RB123_C,,,1,No,3,815.001,915.04,,No,1,,
RB124_Trip0,RB124,Marks,0,5.9,-5.44495,150.09865,No,,,3,RB124_A,RB124_B,RB124_C,,,0,No,3,1824.92,2277.54,,No,1,,
RB125_Trip0,RB125,Marks,0,9,-5.44486667,150.0984167,No,,,3,RB125_A,RB125_B,RB125_C,,,0,No,3,553.533,1011.59,,No,1,,
RB126_Trip0,RB126,Marks,0,3.1,-5.4446,150.0987,No,,,3,RB126_A,RB126_B,RB126_C,,,1,No,3,502.11,565.121,,Yes,1,,
RB127_Trip0,RB127,Marks,0,19,-5.4442667,150.0989667,No,,,3,RB127_A,RB127_B,RB127_C,,,0,No,3,1961.51,1431.59,,No,1,,
RB128_Trip0,RB128,Marks,0,9.4,-5.4449333,150.0984,No,,,2,RB128_A,RB128_B,,,,0,No,2,655.254,869.222,,No,1,,
RB129_Trip0,RB129,Marks,0,9,-5.44451667,150.0985667,No,,,2,RB129_A,RB129_B,,,,0,No,2,235.859,1453.01,,No,0.75,,
RB130_Trip0,RB130,Marks,0,3,-5.44483333,150.0987167,No,,,2,RB130_A,RB130_B,,,,0,No,2,618.602,548.372,,No,1,,
RB346_Trip0,RB346,Pukpuk,0,7.3,-5.4419333,150.09375,No,,,2,RB346_A,RB346_B,,,,0,No,2,261.084,302.774,,No,1,,
RB347_Trip0,RB347,Pukpuk,0,3,-5.44173333,150.0941167,No,,,3,RB347_A,RB347_B,RB347_C,,,0,No,3,1075.35,1029.16,,No,1,,
RB348_Trip0,RB348,Pukpuk,0,4.5,-5.44165,150.0940667,No,,,3,RB348_A,RB348_B,RB348_C,,,0,No,3,923.269,1150.61,,No,1,,
RB349_Trip0,RB349,Pukpuk,0,5,-5.4409833,150.0934833,No,,,2,RB349_A,RB349_B,,,,0,No,2,461.175,401.839,,No,1,,
RB358_Trip0,RB358,Pukpuk,0,8.7,-5.4425167,150.0940833,No,,,3,RB358_A,RB358_B,RB358_C,,,0,No,3,1727.33,1802.25,,No,1,,
RB359_Trip0,RB359,Pukpuk,0,3.1,-5.4422833,150.0941167,No,,,2,RB359_A,RB359_B,,,,0,No,2,656.63,584.018,,Yes,1,,
RB360_Trip0,RB360,Pukpuk,0,3.8,-5.4423167,150.09415,No,,,3,RB360_A,RB360_B,RB360_C,,,0,No,3,723.783,578.918,,Yes,1,,
RB361_Trip0,RB361,Pukpuk,0,6.7,-5.4417833,150.0943167,No,,,2,RB361_A,RB361_B,,,,0,No,2,1232.79,1234.58,,No,0.75,,
RB362_Trip0,RB362,Pukpuk,0,4.1,-5.44175,150.0941833,No,,,4,RB362_A,RB362_B,RB362_C,RB362_D,,0,No,4,1404.53,1222.09,,No,1,,
RB363_Trip0,RB363,Pukpuk,0,2.6,-5.4417667,150.0941667,No,,,3,RB363_A,RB363_B,RB363_C,,,0,No,3,1466.79,452.684,,Yes,1,,
RB364_Trip0,RB364,Pukpuk,0,5.2,-5.44165,150.0941333,No,,,3,RB364_A,RB364_B,RB364_C,,,0,No,3,1470.79,1591.45,,No,1,,
RB365_Trip0,RB365,Pukpuk,0,8.7,-5.44155,150.0939333,No,,,2,RB365_A,RB365_B,,,,0,No,2,834.605,834.52,,No,0.75,,
RB366_Trip0,RB366,Pukpuk,0,10.3,-5.4411833,150.09365,No,,,2,RB366_A,RB366_B,,,,0,No,2,872.279,65.964,,No,0.75,,
RB367_Trip0,RB367,Pukpuk,0,10.8,-5.44125,150.0935333,No,,,3,RB367_A,RB367_B,RB367_C,,,0,No,3,156.928,148.167,,No,1,,
RB368_Trip0,RB368,Pukpuk,0,9.4,-5.4408167,150.0935,No,,,2,RB368_A,RB368_B,,,,0,No,2,475.923,380.746,,No,1,,
RB369_Trip0,RB369,Pukpuk,0,7.9,-5.44085,150.0935167,No,,,3,RB369_A,RB369_B,RB369_C,,,0,No,3,445.924,1072.63,,No,0.75,,
RB370_Trip0,RB370,Pukpuk,0,6.3,-5.4410167,150.09365,No,,,3,RB370_A,RB370_B,RB370_C,,,0,No,3,445.106,692.118,,No,1,,
RB136_Trip1,RB136,Bobs,1,6.2,-5.4582167,150.1044167,No,,,3,RB136_A,RB136_B,RB136_C,,,0,No,0,2789.91,2412.15,3097.99,No,1,0,
RB137_Trip1,RB137,Bobs,1,10.5,-5.4586333,150.10435,No,,,3,RB137_A,RB137_B,RB137_C,,,1,Yes,0,2257.49,2393.67,2881.86,No,0.875,2,
RB138_Trip1,RB138,Bobs,1,13.7,-5.4587333,150.1044333,No,,,3,RB138_A,RB138_B,RB138_C,,,0,No,0,1443.3,1882.36,2316.3,No,0.875,0,
RB139_Trip1,RB139,Bobs,1,9.9,-5.4586833,150.1043167,No,,,2,RB139_A,RB139_B,,,,0,No,0,1597.69,1158.85,1483.88,No,1,0,
RB140_Trip1,RB140,Bobs,1,12.7,-5.4587167,150.10415,No,,,3,RB140_A,RB140_B,RB140_C,,,0,No,0,598.752,649.553,1216.46,No,1,1,
RB143_Trip1,RB143,Bobs,1,10.5,-5.45906667,150.1044833,No,,,3,RB143_A,RB143_B,RB143_C,,,1,Yes,0,2493.84,1839.44,2232.45,No,1,0,
RB144_Trip1,RB144,Bobs,1,7.5,-5.45951667,150.1047333,No,,,2,RB144_A,RB144_B,,,,0,No,0,1120.58,1022.01,1923.62,No,1,0,
RB145_Trip1,RB145,Bobs,1,5.9,-5.45966667,150.1049,No,,,3,RB145_A,RB145_B,RB145_C,,,0,No,0,1063.54,1400.08,1860.17,No,1,2,
RB146_Trip1,RB146,Bobs,1,8.7,-5.4596,150.105,No,,,2,RB146_A,RB146_B,,,,0,No,0,,925.21,1138.33,No,1,0,
RB149_Trip1,RB149,Bobs,1,12,-5.45995,150.1050167,No,,,3,RB149_A,RB149_B,RB149_C,,,0,No,0,,1852.82,2282.59,No,0.857,2,
RB150_Trip1,RB150,Bobs,1,10.6,-5.46,150.1049333,No,,,4,RB150_A,RB150_B,RB150_C,RB150_D,,0,No,0,1013.51,1783.18,1593.64,No,0.875,0,
RB151_Trip1,RB151,Bobs,1,3.5,-5.46,150.1043333,No,,,2,RB151_A,RB151_B,,,,2,Yes,0,258.129,382.25,450.904,Yes,0.75,0,
RB152_Trip1,RB152,Bobs,1,4.8,-5.46015,150.104,No,,,4,RB152_A,RB152_B,RB152_C,RB152_D,,0,No,0,1469.82,2137.01,2129.02,No,1,0,
RB153_Trip1,RB153,Bobs,1,6.7,-5.45988333,150.1039333,No,,,2,RB153_A,RB153_B,,,,0,No,0,,1004.67,667.86,No,1,1,
RB154_Trip1,RB154,Bobs,1,7.1,-5.45968333,150.1039833,No,,,2,RB154_A,RB154_B,,,,1,Yes,0,614.997,615.715,636.677,No,1,3,
RB155_Trip1,RB155,Bobs,1,4.8,-5.4592,150.1042333,No,,,3,RB155_A,RB155_B,RB155_C,,,0,No,0,3417.66,2767.38,1977.35,No,0.857,0,
RB156_Trip1,RB156,Bobs,1,20,-5.45971667,150.1053167,No,,,3,RB156_A,RB156_B,RB156_C,,,0,No,0,,1647.25,2006.24,No,0.857,0,
RB301_Trip1,RB301,Bobs,1,10.2,-5.45988333,150.1038667,No,,,3,RB301_A,RB301_B,RB301_C,,,0,No,0,,1063.91,1281.62,No,1,1,
RB251_Trip1,RB251,First Reef North,1,7.2,-5.43076667,150.0926167,No,,,3,RB251_A,RB251_B,RB251_C,,,0,No,0,994.151,1223.9,,No,1,0,
RB252_Trip1,RB252,First Reef North,1,7.9,-5.43075,150.0926667,No,,,3,RB252_A,RB252_B,RB252_C,,,0,No,0,864.75,324.957,,No,1,3,
RB253_Trip1,RB253,First Reef North,1,5.7,-5.43058333,150.0926,No,,,2,RB253_A,RB253_B,,,,0,No,0,548.524,812.541,,No,1,1,
RB254_Trip1,RB254,First Reef North,1,5.6,-5.43055,150.09255,No,,,2,RB254_A,RB254_B,,,,0,No,0,337.754,638.238,,No,1,0,
RB255_Trip1,RB255,First Reef North,1,7.5,-5.43046667,150.09265,No,,,2,RB255_A,RB255_B,,,,0,No,1,216.911,525.572,,No,0.75,0,
RB256_Trip1,RB256,First Reef North,1,9.8,-5.43058333,150.0926833,No,,,2,RB256_A,RB256_B,,,,0,No,0,431.763,192.964,,No,1,0,
RB257_Trip1,RB257,First Reef North,1,8.4,-5.4305,150.0926667,No,,,2,RB257_A,RB257_B,,,,0,No,0,1356.85,1355.57,,No,1,2,
RB258_Trip1,RB258,First Reef North,1,7.2,-5.43043333,150.0926667,No,,,2,RB258_A,RB258_B,,,,0,No,0,580.404,709.901,,No,1,0,
RB259_Trip1,RB259,First Reef North,1,14.7,-5.43026667,150.0927833,No,,,2,RB259_A,RB259_B,,,,0,No,0,959.968,1036.8,,No,0.875,2,
RB260_Trip1,RB260,First Reef North,1,13,-5.43023333,150.0927667,No,,,3,RB260_A,RB260_B,RB260_C,,,0,No,0,1072.1,2123.84,,No,0.625,0,
RB261_Trip1,RB261,First Reef North,1,11.3,-5.4301,150.0927167,No,,,3,RB261_A,RB261_B,RB261_C,,,1,Yes,0,1866.98,2268.53,,No,1,1,
RB262_Trip1,RB262,First Reef North,1,8.4,-5.43013333,150.09265,No,,,2,RB262_A,RB262_B,,,,0,No,0,652.579,480.066,,No,1,2,
RB263_Trip1,RB263,First Reef North,1,8.1,-5.43001667,150.0925167,No,,,4,RB263_A,RB263_B,RB263_C,RB263_D,,0,No,0,1800.94,1215.39,,No,0.875,2,
RB264_Trip1,RB264,First Reef North,1,12.6,-5.42986667,150.0926333,No,,,3,RB264_A,RB264_B,RB264_C,,,0,No,0,866.794,1047.03,,No,1,0,
RB265_Trip1,RB265,First Reef North,1,12.2,-5.42978333,150.0924833,No,,,3,RB265_A,RB265_B,RB265_C,,,0,No,0,1228.33,909.113,,No,0.75,1,
RB266_Trip1,RB266,First Reef North,1,10.5,-5.42995,150.0923,No,,,3,RB266_A,RB266_B,RB266_C,,,1,No,0,1378.88,1688.5,,No,1,0,
RB267_Trip1,RB267,First Reef North,1,7.8,-5.43008333,150.0923,No,,,2,RB267_A,RB267_B,,,,0,No,0,406.973,1130.99,,No,1,1,
RB268_Trip1,RB268,First Reef North,1,6.7,-5.43011667,150.0923333,No,,,3,RB268_A,RB268_B,RB268_C,,,0,No,0,944.55,997.021,,No,1,0,
RB270_Trip1,RB270,First Reef North,1,3.3,-5.43033333,150.0921833,No,,,3,RB270_A,RB270_B,RB270_C,,,0,No,0,867.014,1192.54,,No,1,0,
RB271_Trip1,RB271,First Reef North,1,11.7,-5.43028333,150.09205,No,,,3,RB271_A,RB271_B,RB271_C,,,0,No,0,1228.41,1354.75,,No,0.75,2,
RB272_Trip1,RB272,First Reef North,1,4.5,-5.43041667,150.09195,No,,,2,RB272_A,RB272_B,,,,0,No,0,303.44,42.104,,No,1,0,
RB273_Trip1,RB273,First Reef North,1,5.5,-5.43051667,150.09185,No,,,2,RB273_A,RB273_B,,,,0,No,0,1033.76,1900.21,,No,0.625,2,
RB274_Trip1,RB274,First Reef North,1,12.8,-5.4307333,150.0915833,No,,,3,RB274_A,RB274_B,RB274_C,,,0,No,0,825.193,1608.45,,No,1,0,
RB275_Trip1,RB275,First Reef North,1,11.5,-5.4308333,150.0915833,No,,,3,RB275_A,RB275_B,RB275_C,,,0,No,0,957.185,680.485,,No,0.875,2,
RB276_Trip1,RB276,First Reef North,1,8.4,-5.4309667,150.0915667,No,,,3,RB276_A,RB276_B,RB276_C,,,0,No,0,555.634,902.099,,No,0.75,1,
RB277_Trip1,RB277,First Reef North,1,4.8,-5.4309667,150.0916167,No,,,4,RB277_A,RB277_B,RB277_C,RB277_D,,2,No,0,856.883,1085.39,,No,1,2,
RB278_Trip1,RB278,First Reef North,1,3.8,-5.431,150.0915833,No,,,4,RB278_A,RB278_B,RB278_C,RB278_D,,2,No,0,1386.64,1575.61,,No,1,2,
RB279_Trip1,RB279,First Reef North,1,6.4,-5.4310333,150.09155,No,,,3,RB279_A,RB279_B,RB279_C,,,0,No,0,764.454,663.598,,No,1,1,
RB280_Trip1,RB280,First Reef North,1,9.9,-5.4312667,150.0914,No,,,3,RB280_A,RB280_B,RB280_C,,,0,No,0,947.194,742.823,,No,0.75,2,
RB303_Trip1,RB303,First Reef North,1,4.2,-5.4302,150.09235,No,,,4,RB303_A,RB303_B,RB303_C,RB303_D,,0,No,0,666.815,809.885,,No,1,1,
RB304_Trip1,RB304,First Reef North,1,12,-5.4308,150.0915333,No,,,3,RB304_A,RB304_B,RB304_C,,,1,No,0,2036.81,1554.98,,No,1,0,
RB305_Trip1,RB305,First Reef North,1,9.7,-5.4312667,150.0914167,No,,,2,RB305_A,RB305_B,,,,0,No,1,290.01,439.384,,No,0.75,0,
RB161_Trip1,RB161,First Reef South,1,7.2,-5.43416667,150.0919833,No,,,2,RB161_A,RB161_B,,,,0,No,0,227.642,439.759,,No,1,0,
RB162_Trip1,RB162,First Reef South,1,8.8,-5.434,150.0918333,No,,,3,RB162_A,RB162_B,RB162_C,,,0,No,0,333.175,1695.77,,No,0.875,2,
RB163_Trip1,RB163,First Reef South,1,8.4,-5.43373333,150.0915,No,,,2,RB163_A,RB163_B,,,,0,No,0,,522.205,,No,1,0,
RB164_Trip1,RB164,First Reef South,1,8.6,-5.43351667,150.0910333,No,,,2,RB164_A,RB164_B,,,,0,No,0,,346.762,,No,0.833,0,
RB165_Trip1,RB165,First Reef South,1,9.3,-5.4332833,150.0910833,No,,,3,RB165_A,RB165_B,RB165_C,,,0,No,0,,790.266,,No,0.8,1,
RB166_Trip1,RB166,First Reef South,1,5.7,-5.4333167,150.0911667,No,,,3,RB166_A,RB166_B,RB166_C,,,0,No,0,,1456.7,,No,0.8,2,
RB167_Trip1,RB167,First Reef South,1,7.4,-5.4333167,150.09135,No,,,2,RB167_A,RB167_B,,,,0,No,0,,852.832,,No,1,1,
RB281_Trip1,RB281,First Reef South,1,7,-5.43118333,150.0925333,No,,,3,RB281_A,RB281_B,RB281_C,,,0,No,0,72.291,577.657,82.187,No,0.75,1,
RB282_Trip1,RB282,First Reef South,1,11.6,-5.43123333,150.0926167,No,,,3,RB282_A,RB282_B,RB282_C,,,0,No,0,1354.01,1281.84,1663.1,No,1,2,
RB283_Trip1,RB283,First Reef South,1,7.9,-5.43131667,150.0926167,No,,,3,RB283_A,RB283_B,RB283_C,,,0,No,0,1086.67,1074.6,1300.51,No,1,0,
RB284_Trip1,RB284,First Reef South,1,9.1,-5.43135,150.0926333,No,,,2,RB284_A,RB284_B,,,,0,No,0,583.039,955.578,646.735,No,1,0,
RB285_Trip1,RB285,First Reef South,1,9.1,-5.4314,150.0926333,No,,,3,RB285_A,RB285_B,RB285_C,,,0,No,0,123.225,1796.41,880.081,No,0.625,2,
RB286_Trip1,RB286,First Reef South,1,6.9,-5.43151667,150.0926,No,,,2,RB286_A,RB286_B,,,,0,No,0,54.736,1072.49,1388.21,No,0.875,1,
RB287_Trip1,RB287,First Reef South,1,8.4,-5.43186667,150.0926,No,,,2,RB287_A,RB287_B,,,,0,No,0,129.472,551.881,616.769,No,0.75,2,
RB288_Trip1,RB288,First Reef South,1,12.4,-5.43211667,150.0927833,No,,,3,RB288_A,RB288_B,RB288_C,,,1,No,0,397.35,1374.96,338.711,No,0.5,0,
RB289_Trip1,RB289,First Reef South,1,5.5,-5.43231667,150.0928333,No,,,3,RB289_A,RB289_B,RB289_C,,,0,No,0,1153.74,1317.68,1673.26,No,1,0,
RB290_Trip1,RB290,First Reef South,1,8.2,-5.4323,150.09285,No,,,3,RB290_A,RB290_B,RB290_C,,,0,No,0,946.949,1217.58,1116.36,No,0.875,1,
RB291_Trip1,RB291,First Reef South,1,4.7,-5.43251667,150.0928333,No,,,2,RB291_A,RB291_B,,,,0,No,0,816.002,1593.85,1754.69,No,0.875,0,
RB292_Trip1,RB292,First Reef South,1,7.8,-5.43255,150.0929667,No,,,3,RB292_A,RB292_B,RB292_C,,,0,No,0,478.857,785.597,425.778,No,0.875,1,
RB293_Trip1,RB293,First Reef South,1,5.1,-5.43266667,150.0929,No,,,2,RB293_A,RB293_B,,,,0,No,0,587.982,921.479,1034.52,No,1,2,
RB294_Trip1,RB294,First Reef South,1,5.1,-5.43275,150.0929,No,,,3,RB294_A,RB294_B,RB294_C,,,0,No,0,327.863,644.951,611.428,No,1,2,
RB295_Trip1,RB295,First Reef South,1,3,-5.43326667,150.0924167,No,,,3,RB295_A,RB295_B,RB295_C,,,1,No,0,495.162,627.074,698.785,No,0.875,2,
RB296_Trip1,RB296,First Reef South,1,6,-5.4334,150.09225,No,,,4,RB296_A,RB296_B,RB296_C,RB296_D,,0,No,0,1626.67,1672.77,2206.8,No,0.75,3,
RB297_Trip1,RB297,First Reef South,1,3.1,-5.43351667,150.0921833,No,,,3,RB297_A,RB297_B,RB297_C,,,0,No,0,1057.79,1929.56,2055.88,No,0.5,2,
RB298_Trip1,RB298,First Reef South,1,4.2,-5.43358333,150.0921167,No,,,3,RB298_A,RB298_B,RB298_C,,,1,Yes,0,1062.59,,2035.92,No,1,1,
RB299_Trip1,RB299,First Reef South,1,12.3,-5.43413333,150.0921833,No,,,3,RB299_A,RB299_B,RB299_C,,,0,No,1,1075.1,,434.613,No,0.625,1,
RB300_Trip1,RB300,First Reef South,1,9.1,-5.4342,150.0921333,No,,,2,RB300_A,RB300_B,,,,0,No,0,235.696,,576.658,No,1,2,
RB382_Trip1,RB382,Garbuna,1,7.3,-5.40635,150.08705,No,,,2,RB382_A,RB382_B,,,,0,No,0,359.183,386.045,504.217,No,1,2,
RB383_Trip1,RB383,Garbuna,1,8.5,-5.40633333,150.0871333,No,,,3,RB383_A,RB383_B,RB383_C,,,0,No,0,1164.36,1816.22,941.48,No,1,0,
RB384_Trip1,RB384,Garbuna,1,7.5,-5.40636667,150.0871167,No,,,3,RB384_A,RB384_B,RB384_C,,,0,No,0,421.764,607.39,189.201,No,0.875,2,
RB385_Trip1,RB385,Garbuna,1,4.3,-5.40641667,150.0871333,No,,,3,RB385_A,RB385_B,RB385_C,,,0,No,0,753.741,753.504,703.188,No,1,0,
RB386_Trip1,RB386,Garbuna,1,6.9,-5.4070167,150.0870167,No,,,2,RB386_A,RB386_B,,,,0,No,0,617.906,440.455,656.383,No,1,0,
RB387_Trip1,RB387,Garbuna,1,16.9,-5.40715,150.0871167,No,,,3,RB387_A,RB387_B,RB387_C,,,0,No,0,1888.47,3828.29,1919.01,No,1,1,
RB388_Trip1,RB388,Garbuna,1,12.2,-5.4071,150.087,No,,,2,RB388_A,RB388_B,,,,0,No,0,421.523,514.549,500.328,No,1,0,
RB389_Trip1,RB389,Garbuna,1,7.6,-5.4071667,150.0869,No,,,2,RB389_A,RB389_B,,,,0,No,0,340.698,432.341,231.437,No,1,0,
RB390_Trip1,RB390,Garbuna,1,13.5,-5.4072167,150.0869333,No,,,2,RB390_A,RB390_B,,,,0,No,0,310.717,293.15,269.127,No,1,0,
RB391_Trip1,RB391,Garbuna,1,13.1,-5.4072,150.0869167,No,,,3,RB391_A,RB391_B,RB391_C,,,0,No,0,999.787,1111.98,855.977,No,0.875,0,
RB392_Trip1,RB392,Garbuna,1,7,-5.4072,150.0868,No,,,2,RB392_A,RB392_B,,,,0,No,0,1427.13,1674.5,559.979,No,0.875,3,
RB393_Trip1,RB393,Garbuna,1,6.2,-5.4071833,150.0867167,No,,,2,RB393_A,RB393_B,,,,1,Yes,1,289.952,405.994,658.139,No,1,0,
RB394_Trip1,RB394,Garbuna,1,2.9,-5.4071667,150.0867667,No,,,2,RB394_A,RB394_B,,,,0,No,0,1019.89,1456.41,857.616,No,1,0,
RB395_Trip1,RB395,Garbuna,1,4,-5.4074333,150.0865833,No,,,3,RB395_A,RB395_B,RB395_C,,,0,No,0,1017.27,1118.58,1285.32,No,1,1,
