"qmap_id","basemap_id","description","h","target_dist","range","sill","SSErr","model","original_range"
161,2,"autocorr=12, 1x25km full",-0.95,"uniform",12.3022536519149,0.0819417709558026,0.0157562760101493,"Gau",14.2748264388075
162,6,"autocorr=15, 1x25km patchy",-0.95,"uniform",14.7189990577527,0.0606363968320653,0.000151717645605495,"Exp",14.2748264388075
163,2,"autocorr=15, 1x25km full",-0.95,"uniform",14.6845269467209,0.0847805112989629,0.0074269227669516,"Gau",14.2734040396105
164,6,"autocorr=10, 1x25km patchy",-0.95,"uniform",9.85687528429322,0.082689862737944,0.000188107499896889,"Exp",14.2734040396105
165,2,"autocorr=5620, 1x25km full",1.85,"uniform",5620.31871156975,0.197965894303013,0.00174215488799905,"Gau",6827.15554487909
166,6,"autocorr=1514, 1x25km patchy",1.85,"uniform",1514.41425689734,0.0961959930606247,0.000833830045916877,"Gau",6827.15554487909
167,2,"autocorr=4100, 1x25km full",0.45,"uniform",4099.72281890336,0.117513523972238,0.00610493176451784,"Exp",1637.55199080162
168,6,"autocorr=1177, 1x25km patchy",0.45,"uniform",1176.54925879842,0.0604591332349911,0.00055721171069128,"Exp",1637.55199080162
169,2,"autocorr=13622, 1x25km full",1.85,"uniform",13622.27571977,0.466201382292036,0.00220720727627679,"Gau",6172.97195685246
170,6,"autocorr=40232, 1x25km patchy",1.85,"uniform",40232.0276247943,0.246867473603004,0.000289070064067384,"Sph",6172.97195685246
171,2,"autocorr=13090, 1x25km full",1.05,"uniform",13089.5329262179,0.40821802877059,0.00514677609285239,"Gau",6082.59952442252
172,6,"autocorr=352814, 1x25km patchy",1.05,"uniform",352814.357840547,1.96561968331655,0.00016982079889444,"Sph",6082.59952442252
173,2,"autocorr=15, 1x25km full",-0.95,"uniform",15.0351144293029,0.0858844275299976,0.00829157913057635,"Gau",14.3424229847661
174,6,"autocorr=11, 1x25km patchy",-0.95,"uniform",10.7514824936976,0.0784569369215667,0.000366173274705788,"Exp",14.3424229847661
175,2,"autocorr=15, 1x25km full",-0.95,"uniform",14.9499741894939,0.0841217440677399,0.00647783084987885,"Gau",14.360363696859
176,6,"autocorr=12, 1x25km patchy",-0.95,"uniform",11.7985330332384,0.0671839496994962,0.000150014686424495,"Exp",14.360363696859
177,2,"autocorr=15, 1x25km full",-0.95,"uniform",14.644819314591,0.083909959997439,0.00620072626412115,"Gau",14.267960974955
178,6,"autocorr=16, 1x25km patchy",-0.95,"uniform",15.5697362556288,0.0512092345646042,0.000537366565145714,"Gau",14.267960974955
179,2,"autocorr=21717, 1x25km full",1.85,"uniform",21717.2628976933,0.925169869826127,0.000707264729154953,"Gau",8466.41521234584
180,6,"autocorr=202463, 1x25km patchy",1.85,"uniform",202462.87601433,1.13559736045245,0.00029140324375221,"Sph",8466.41521234584
181,2,"autocorr=3453, 1x25km full",0.45,"uniform",3453.27656117787,0.11986359435564,0.00302846493136336,"Exp",2148.35740684205
182,6,"autocorr=3841, 1x25km patchy",0.45,"uniform",3841.12004018435,0.0867964634421943,0.000301746782263859,"Sph",2148.35740684205
183,2,"autocorr=11234, 1x25km full",1.85,"uniform",11233.8931366942,0.34202023817798,0.00329609037164262,"Gau",8136.01415694338
184,6,"autocorr=21479, 1x25km patchy",1.85,"uniform",21478.8558678181,0.153376525240328,0.000304057552924317,"Sph",8136.01415694338
185,2,"autocorr=2731, 1x25km full",0.45,"uniform",2730.64234054147,0.103510670641446,0.00618632904769057,"Exp",1506.32863111692
186,6,"autocorr=911, 1x25km patchy",0.45,"uniform",910.922013970076,0.0764778351645041,0.000319102909205725,"Exp",1506.32863111692
187,2,"autocorr=4105, 1x25km full",0.45,"uniform",4105.31197486051,0.132087191999091,0.00286460020070187,"Exp",2952.20247816419
188,6,"autocorr=1035, 1x25km patchy",0.45,"uniform",1035.36915937876,0.0831021997600774,0.000366484945996698,"Exp",2952.20247816419
189,2,"autocorr=6037, 1x25km full",1.05,"uniform",6037.23206067591,0.215276463109747,0.00485958949315615,"Gau",6409.1268961163
190,6,"autocorr=13598, 1x25km patchy",1.05,"uniform",13598.3535923319,0.131100150414132,0.000645453862046783,"Sph",6409.1268961163
191,2,"autocorr=16, 1x25km full",-0.95,"uniform",15.6170786738857,0.0833126371293592,0.00914085000418757,"Gau",14.2969757048006
192,6,"autocorr=13, 1x25km patchy",-0.95,"uniform",12.8071661148211,0.0692327142129616,0.000144584693598861,"Exp",14.2969757048006
193,2,"autocorr=3327, 1x25km full",0.45,"uniform",3326.75599899539,0.113224439037903,0.00437803134426062,"Exp",1510.56363757908
194,6,"autocorr=2554, 1x25km patchy",0.45,"uniform",2553.8213379225,0.0965860243490147,0.000405274242673646,"Exp",1510.56363757908
195,2,"autocorr=18678, 1x25km full",1.85,"uniform",18678.1756725067,0.724945255551577,0.000951079016940271,"Gau",8491.82117501734
196,6,"autocorr=7995, 1x25km patchy",1.85,"uniform",7995.36059655257,0.118326274145499,0.000271799794927535,"Gau",8491.82117501734
197,2,"autocorr=170726, 1x25km full",0.45,"uniform",170725.720671917,1.55667535832079,0.0071627029079042,"Sph",2994.35879377512
198,6,"autocorr=1341441, 1x25km patchy",0.45,"uniform",1341441.00843897,11.2994331411886,0.000329638338183033,"Exp",2994.35879377512
199,2,"autocorr=20178, 1x25km full",1.85,"uniform",20177.5397208099,0.829067431845856,0.00100183414476573,"Gau",8934.85416490453
200,6,"autocorr=7810, 1x25km patchy",1.85,"uniform",7809.96998802423,0.117497195307543,0.000288056745607972,"Gau",8934.85416490453
201,2,"autocorr=5345, 1x25km full",1.85,"uniform",5345.13302073701,0.211253769084482,0.00370504779107816,"Gau",6936.98353540092
202,6,"autocorr=14816, 1x25km patchy",1.85,"uniform",14816.2103783487,0.130789058527044,0.000557244737580398,"Sph",6936.98353540092
203,2,"autocorr=19126, 1x25km full",1.85,"uniform",19126.3167402956,0.753328487162123,0.000865183904315931,"Gau",9286.3511434822
204,6,"autocorr=202377, 1x25km patchy",1.85,"uniform",202377.275691721,1.10233208649008,0.000273442673097473,"Sph",9286.3511434822
205,2,"autocorr=15, 1x25km full",-0.95,"uniform",14.7984866484084,0.0853441658573293,0.00826377129460041,"Gau",14.2763370280755
